,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
1029,366,boostcamp-sts-v1-dev-366,petition-rtt,부산에 사상구억 이런 청소년 폭행사건이 비일비재한 현실에 부디 폐지하셔서 더이상의 무고한 학생들과 아이들이 피해가 생기지않게 해주십시요,부산에서 이런 청소년 폭력 사건이 만연한 상황에서 더 이상 무고한 학생과 어린이들이 피해를 입지 않도록 폐지해 주십시오.,3.5,1.0,366
1026,366,,,부산에서 사상구억 이런 청소년 폭행사건이 비일비재한 현실에 부디 폐지하셔서 더이상의 이유로 무고한 학생들과 아이들이 피해가 생기지않게 해주십시요,"부산에서 이런 청소년 폭력 사건이 만연한 상황에서, 더 이상 무고한 학생과 어린이들이 피해를 입지는 하지 않도록 폐지해 주십시오.",,,366
1027,366,,,부산에 사상구억 이런 청소년 폭행사건이 비일비재한 현실에 부디 폐지하셔서 더이상의 무고한 학생들과 아이들이 피해가 생기지않게 해주십시요,"부산에서 이런 청소년 폭력 사건이 만연한 상황에서, 더 이상 무고한 학생과 어린이들이 피해를 입지는 하지 않도록 폐지해 주십시오.",3.5,1.0,366
1028,366,,,부산에서 사상구억 이런 청소년 폭행사건이 비일비재한 현실에 부디 폐지하셔서 더이상의 이유로 무고한 학생들과 아이들이 피해가 생기지않게 해주십시요,부산에서 이런 청소년 폭력 사건이 만연한 상황에서 더 이상 무고한 학생과 어린이들이 피해를 입지 않도록 폐지해 주십시오.,3.5,1.0,366
1031,367,,,. 가수 슈 지인들도 같이 수사해주세요..,마트나 편의점 직원도 앉아도 되게 해 주세요...,0.0,0.0,367
1033,367,boostcamp-sts-v1-dev-367,petition-sampled,가수 슈 지인들도 같이 수사해주세요..,마트나 편의점 직원도 앉아도 되게 해 주세요...,0.0,0.0,367
1032,367,,,. 가수 슈 지인들도 같이 수사해주세요..,마트나 편의점 직원도 앉아도 잘 되게 해 주세요...,,,367
1030,367,,,가수 슈 지인들도 같이 수사해주세요..,마트나 편의점 직원도 앉아도 잘 되게 해 주세요...,0.0,0.0,367
1034,368,boostcamp-sts-v1-dev-368,slack-sampled,"채널에 초대된 기념으로 올립니다,",초대된 기념으로 남겨봅니다!,3.2,1.0,368
1035,368,,,"유튜브 채널에 초대된 기념으로 올립니다,",초대된 기념으로 남겨봅니다!,3.2,1.0,368
1036,369,,,정부 주택 정책의 문제점,정부 주택 정책 문제,4.6,1.0,369
1037,369,boostcamp-sts-v1-dev-369,petition-rtt,정부 주택 정책 문제점,정부 주택 정책 문제,4.6,1.0,369
1038,369,,,정부 주택 정책 문제점,정부 주택 정책의 문제,4.6,1.0,369
1039,369,,,정부 주택 정책의 문제점,정부 주택 정책의 문제,,,369
1040,370,boostcamp-sts-v1-dev-370,petition-sampled,청소년 보호법 폐지,청소년 보호법 폐지!!,4.4,1.0,370
1044,371,,,라는 생각만 들 정도로 내 가슴에 와닿았다.,라는 생각이 들 정도로 이야기와 노래 연기력이 대단했다.,2.6,1.0,371
1043,371,,,라는 생각만 들 정도로 내 가슴에 와닿았다.,라는 생각이 들 정도로 이야기와 함께 노래 연기력이 대단했다.,,,371
1041,371,,,라는 생각만 들 정도로 가슴에 와닿았다.,라는 생각이 들 정도로 이야기와 함께 노래 연기력이 대단했다.,2.6,1.0,371
1042,371,boostcamp-sts-v1-dev-371,nsmc-sampled,라는 생각만 들 정도로 가슴에 와닿았다.,라는 생각이 들 정도로 이야기와 노래 연기력이 대단했다.,2.6,1.0,371
1045,372,,,갤러리아 백화점 투어도 했는데 스카이워크 넘나 재밌었습니당,갤러리아백화점에 프리스비가 있습니다,1.2,0.0,372
1046,372,boostcamp-sts-v1-dev-372,slack-sampled,갤러리아 백화점 투어도 했는데 스카이워크 넘 재밌었습니당,갤러리아백화점에 프리스비가 있습니다,1.2,0.0,372
1047,373,,,오 ~ 코워킹 룸이 생겼네요?,고양이 양양이와 강아지 양양이가 생겼네요 ㅋㅋ,0.4,0.0,373
1048,373,,,오 ~ 코워킹 룸이 생겼네요?,드디어 고양이 양양이와 강아지 양양이가 생겼네요 ㅋㅋ,,,373
1049,373,boostcamp-sts-v1-dev-373,slack-sampled,오 코워킹 룸이 생겼네요?,고양이 양양이와 강아지 양양이가 생겼네요 ㅋㅋ,0.4,0.0,373
1050,373,,,오 코워킹 룸이 생겼네요?,드디어 고양이 양양이와 강아지 양양이가 생겼네요 ㅋㅋ,0.4,0.0,373
1051,374,boostcamp-sts-v1-dev-374,slack-sampled,모두 조심하시기 바랍니다-,모두 건강유의하시기 바라요-,1.8,0.0,374
1053,375,,,근데 난 뭐 로맨틱하고 설레이는 싱글녀의 러브스토리인줄알았다.,[러브스토리]의 어설픈 재탕..,1.2,0.0,375
1052,375,boostcamp-sts-v1-dev-375,nsmc-sampled,난 뭐 로맨틱하고 설레이는 싱글녀의 러브스토리인줄알았다.,[러브스토리]의 어설픈 재탕..,1.2,0.0,375
1054,376,boostcamp-sts-v1-dev-376,petition-sampled,조두순출소 반대합니다,조두순출소를 반대합니다,5.0,1.0,376
1056,377,boostcamp-sts-v1-dev-377,nsmc-sampled,"머리 나빠서 장면전환,",머리 아파지는 영화다 .,0.8,0.0,377
1055,377,,,"머리 나빠서 장면전환,",머리 아파지는 영화다..,0.8,0.0,377
1057,378,,,음주흡연 단속 사각지대 스크린야구장,음주 및 흡연을 위한 사각지대의 통제 스크린 야구장,3.0,1.0,378
1058,378,boostcamp-sts-v1-dev-378,petition-rtt,음주흡연 단속 사각지대 스크린야구장,음주 및 흡연을 위한 사각지대 통제 스크린 야구장,3.0,1.0,378
1059,378,,,인천 음주흡연 단속 사각지대 스크린야구장,음주 및 흡연을 위한 사각지대의 통제 스크린 야구장,,,378
1060,378,,,인천 음주흡연 단속 사각지대 스크린야구장,음주 및 흡연을 위한 사각지대 통제 스크린 야구장,3.0,1.0,378
1061,379,boostcamp-sts-v1-dev-379,nsmc-sampled,아주 좋은 영화입니다.,너무 좋은 영화입니다.,4.8,1.0,379
1062,380,boostcamp-sts-v1-dev-380,slack-rtt,응원합니다아!!!!,응원합니다!!!!,4.8,1.0,380
1066,381,,,"유치원 기간제 교사의 사례처럼, 국가에서 급여보조해주는데 고용주가 다시 앗아간 금액 좀 돌려주실수 있으세요?",사립유치원도 사립요양원처럼 매년 평가를받고 지원여부를 판단해 주시기 바랍니다.,0.8,0.0,381
1063,381,boostcamp-sts-v1-dev-381,petition-sampled,"유치원 교사 사례처럼, 국가에서 급여보조해주는데 고용주가 다시 앗아간 금액 좀 돌려주실수 있으세요?",사립유치원도 사립요양원처럼 매년 평가를받고 지원여부를 판단해 주시기 바랍니다.,0.8,0.0,381
1064,381,,,"유치원 교사 사례처럼, 국가에서 급여보조해주는데 고용주가 다시 앗아간 금액 좀 돌려주실수 있으세요?","사립유치원도 사립요양원처럼, 매년 평가를받고 지원여부를 판단해 주시기 바랍니다.",0.8,0.0,381
1065,381,,,"유치원 기간제 교사의 사례처럼, 국가에서 급여보조해주는데 고용주가 다시 앗아간 금액 좀 돌려주실수 있으세요?","사립유치원도 사립요양원처럼, 매년 평가를받고 지원여부를 판단해 주시기 바랍니다.",,,381
1070,382,boostcamp-sts-v1-dev-382,nsmc-sampled,이건 뭐 전기세가 아까울 정도니...,이건 뭐 조조로 봐도 돈 아까움...,2.2,0.0,382
1069,382,,,이건 뭐 전기세가 아까울 그런 정도니...,이건 뭐 조조로만 봐도 돈 아까움...,,,382
1068,382,,,이건 뭐 전기세가 아까울 그런 정도니...,이건 뭐 조조로 봐도 돈 아까움...,2.2,0.0,382
1067,382,,,이건 뭐 전기세가 아까울 정도니...,이건 뭐 조조로만 봐도 돈 아까움...,2.2,0.0,382
1071,383,boostcamp-sts-v1-dev-383,slack-sampled,방금 권한 드렸습니다,네~! 방금 권한 부여해드렸어요.,4.0,1.0,383
1072,383,,,방금 권한 드렸습니다,네 ~!! 방금 권한 부여해드렸어요.,4.0,1.0,383
1076,384,,,아니면 <PERSON> 님이랑 합체해서 댄스 가수로 데뷔를...,아니면 < PERSON > 과 함께 함께 댄스 가수로 데뷔...,3.4,1.0,384
1073,384,,,. 아니면 < PERSON > 님이랑 합체해서 댄스 가수로 데뷔를...,아니면 < PERSON > 과 함께 함께 댄스 가수로 데뷔...,,,384
1074,384,boostcamp-sts-v1-dev-384,slack-rtt,아니면 <PERSON> 님이랑 합체해서 댄스 가수로 데뷔를...,아니면 <PERSON>과 함께 댄스 가수로 데뷔...,3.4,1.0,384
1075,384,,,. 아니면 < PERSON > 님이랑 합체해서 댄스 가수로 데뷔를...,아니면 <PERSON>과 함께 댄스 가수로 데뷔...,3.4,1.0,384
1079,385,,,몇마디 안되는 그의 대사가 가슴을 가득 후벼판다.,그의 몇 줄의 대화가 마음을 아프게 합니다.,3.8,1.0,385
1080,385,boostcamp-sts-v1-dev-385,nsmc-rtt,몇마디 안되는 그의 대사가 가슴을 후벼판다.,그의 몇 줄의 대화가 마음을 아프게 합니다.,3.8,1.0,385
1077,385,,,몇마디 안되는 그의 대사가 가슴을 가득 후벼판다.,그의 몇 줄의 대화가 마음을 아프게 해야 합니다.,,,385
1078,385,,,몇마디 안되는 그의 대사가 가슴을 후벼판다.,그의 몇 줄의 대화가 마음을 아프게 해야 합니다.,3.8,1.0,385
1084,386,boostcamp-sts-v1-dev-386,slack-sampled,구글시트에 바로 적어주셔도 좋습니다!,"구독 시작하시면, 여기에만 올려주셔도 됩니다!!",0.0,0.0,386
1083,386,,,구글시트에서 바로 적어주셔도 좋습니다!,"구독 시작하시면, 그냥 여기에만 올려주셔도 됩니다!!",,,386
1081,386,,,구글시트에서 바로 적어주셔도 좋습니다!,"구독 시작하시면, 여기에만 올려주셔도 됩니다!!",0.0,0.0,386
1082,386,,,구글시트에 바로 적어주셔도 좋습니다!,"구독 시작하시면, 그냥 여기에만 올려주셔도 됩니다!!",0.0,0.0,386
1085,387,,,크림하우스 네이처 매트 매트 ( 아기 매트 ),크림하우스 매트 전면판매불가조치 및 환불,1.2,0.0,387
1086,387,,,크림하우스 네이처 매트 매트 ( 아기 매트 ),크림하우스 매트는 전면판매불가조치 및 환불,,,387
1087,387,,,크림하우스 네이처 매트 (아기 매트),크림하우스 매트는 전면판매불가조치 및 환불,1.2,0.0,387
1088,387,boostcamp-sts-v1-dev-387,petition-sampled,크림하우스 네이처 매트 (아기 매트),크림하우스 매트 전면판매불가조치 및 환불,1.2,0.0,387
1089,388,boostcamp-sts-v1-dev-388,slack-rtt,냉각타임때 불러주세요,쿨타임이 되면 전화해,0.8,0.0,388
1090,389,,,혹시 사용해보신 분들 계시면 후기 듣고 싶습니당,써보셨다면 후기를 듣고 싶습니다.,4.0,1.0,389
1091,389,,,사용해보신 분들 계시면 후기 듣고 싶습니당,써보셨다면 후기를 꼭 듣고 싶습니다.,4.0,1.0,389
1092,389,,,혹시 사용해보신 분들 계시면 후기 듣고 싶습니당,써보셨다면 후기를 꼭 듣고 싶습니다.,,,389
1093,389,boostcamp-sts-v1-dev-389,slack-rtt,사용해보신 분들 계시면 후기 듣고 싶습니당,써보셨다면 후기를 듣고 싶습니다.,4.0,1.0,389
1097,390,,,편보다 편이 더 재밌는 그런 영화... 편부터는 보지마,본편보다 영화가 더 재밌어... 본편은 보지마,1.6,0.0,390
1096,390,,,편보다 편이 더 재밌는 영화... 편부터는 보지마,본편보다 영화가 더 재밌어.... 본편은 보지마,1.6,0.0,390
1095,390,boostcamp-sts-v1-dev-390,nsmc-rtt,편보다 편이 더 재밌는 영화... 편부터는 보지마,본편보다 영화가 더 재밌어... 본편은 보지마,1.6,0.0,390
1094,390,,,편보다 편이 더 재밌는 그런 영화... 편부터는 보지마,본편보다 영화가 더 재밌어.... 본편은 보지마,,,390
1098,391,,,정말이지 재밌게 본 영화!!,정말 재밌게본건 영화 ^ ^,,,391
1099,391,,,정말이지 재밌게 본 영화!!,정말 재밌게본 영화 ^^,4.6,1.0,391
1100,391,,,정말 재밌게 본 영화!!,정말 재밌게본건 영화 ^ ^,4.6,1.0,391
1101,391,boostcamp-sts-v1-dev-391,nsmc-sampled,정말 재밌게 본 영화!!,정말 재밌게본 영화 ^^,4.6,1.0,391
1102,392,,,정말 오랜만에 < PERSON > 님과 즐거운 대화를 나눴습니다.,정말 오랜만에 < PERSON > 님과 이야기를 나눴습니다.,,,392
1103,392,boostcamp-sts-v1-dev-392,slack-rtt,정말 오랜만에 <PERSON> 님과 대화를 나눴습니다.,오랜만에 <PERSON>님과 이야기를 나눴습니다.,4.2,1.0,392
1104,392,,,정말 오랜만에 < PERSON > 님과 즐거운 대화를 나눴습니다.,오랜만에 <PERSON>님과 이야기를 나눴습니다.,4.2,1.0,392
1105,392,,,정말 오랜만에 <PERSON> 님과 대화를 나눴습니다.,정말 오랜만에 < PERSON > 님과 이야기를 나눴습니다.,4.2,1.0,392
1109,393,,,“우연히 선물 받음” 이 안되면 시작이 안되는건가여,복원 추출이라서 우연히 그렇게 진행 된 걸까요...??,0.0,0.0,393
1108,393,boostcamp-sts-v1-dev-393,slack-sampled,“우연히 선물 받음” 이 안되면 시작이 안되는건가여,복원 추출이라서 우연히 그렇게 된 걸까요 ...??,0.0,0.0,393
1107,393,,,“ 우연히 선물 받음 ” 이 얼마나 안되면 시작이 안되는건가여,복원 추출이라서 우연히 그렇게 진행 된 걸까요...??,,,393
1106,393,,,“ 우연히 선물 받음 ” 이 얼마나 안되면 시작이 안되는건가여,복원 추출이라서 우연히 그렇게 된 걸까요 ...??,0.0,0.0,393
1110,394,,,"이제 임기가 다 끝난 문재인 대통령은 즉시 사퇴하시고, 빠른 시일 내에 20대 대통령 선거가 실시되도록 해주시기 바랍니다.",임기를 마치고 집권한 문재인 대통령이 조속히 사퇴하고 20대 대통령 선거가 하루빨리 치러지기를 바랍니다.,4.2,1.0,394
1111,394,,,"임기가 끝난 문재인 대통령은 즉시 사퇴하시고, 빠른 시일 내에 20대 대통령 선거가 실시되도록 해주시기 바랍니다.",임기를 다 마치고 집권한 문재인 문재인 대통령이 조속히 사퇴하고 20대 대통령 선거가 하루빨리 치러지기를 바랍니다.,4.2,1.0,394
1112,394,boostcamp-sts-v1-dev-394,petition-rtt,"임기가 끝난 문재인 대통령은 즉시 사퇴하시고, 빠른 시일 내에 20대 대통령 선거가 실시되도록 해주시기 바랍니다.",임기를 마치고 집권한 문재인 대통령이 조속히 사퇴하고 20대 대통령 선거가 하루빨리 치러지기를 바랍니다.,4.2,1.0,394
1113,394,,,"이제 임기가 다 끝난 문재인 대통령은 즉시 사퇴하시고, 빠른 시일 내에 20대 대통령 선거가 실시되도록 해주시기 바랍니다.",임기를 다 마치고 집권한 문재인 문재인 대통령이 조속히 사퇴하고 20대 대통령 선거가 하루빨리 치러지기를 바랍니다.,,,394
1114,395,,,저희 아직 채널은 아직 안 만들어진거죠?,가드닝 채널 있나요??,0.6,0.0,395
1115,395,boostcamp-sts-v1-dev-395,slack-sampled,저희 아직 채널은 안 만들어진거죠?,가드닝 채널 있나요??,0.6,0.0,395
1116,396,,,더불어민주당 지역구 국회의원이 함부로 지역구 구민 개인정보 열람해서 우편물 보내는 사례 조사해서 엄중 처벌해주세요요.,경기도 이천시 비행허가 허가도 안되는 곳에 드론 경기장 설립한 관련 공무원들 엄중 처벌 바랍니다.,0.2,0.0,396
1117,396,,,더불어민주당 지역구 국회의원이 함부로 지역구 구민 개인정보 열람해서 우편물을 보내는 등의 사례 조사해서 엄중 처벌해주세요요.,경기도 이천시 비행 허가도 안되는 곳에 드론 경기장 설립한 관련 공무원들 처벌 바랍니다.,0.2,0.0,396
1118,396,boostcamp-sts-v1-dev-396,petition-sampled,더불어민주당 지역구 국회의원이 함부로 지역구 구민 개인정보 열람해서 우편물 보내는 사례 조사해서 엄중 처벌해주세요요.,경기도 이천시 비행 허가도 안되는 곳에 드론 경기장 설립한 관련 공무원들 처벌 바랍니다.,0.2,0.0,396
1119,396,,,더불어민주당 지역구 국회의원이 함부로 지역구 구민 개인정보 열람해서 우편물을 보내는 등의 사례 조사해서 엄중 처벌해주세요요.,경기도 이천시 비행허가 허가도 안되는 곳에 드론 경기장 설립한 관련 공무원들 엄중 처벌 바랍니다.,,,396
1121,397,boostcamp-sts-v1-dev-397,petition-sampled,이재명 경기도지사님의 부적절한수사,"이재명 경기도지사 파면, 성남시 특검!",1.0,0.0,397
1120,397,,,이재명 경기도지사님의 부적절한수사,"이재명 경기도지사 파면, 이재명 성남시 특검!",1.0,0.0,397
