,sentence,sentence_bert
458,"아…ㅠㅠ 고민하다가 말 걸고, 답을 기다리다가 그만.. 강퇴해프닝이 벌어졌네요.","아 … ㅠㅠ 고민하다가, 말 걸고, 답을 기다리다가 그만.. 강퇴해프닝이 벌어졌네요."
466,아무도 애에 대해 관심을 갖지 않음ㅋ,아무도 애에게 대해 관심을 갖지 않음ㅋ
479,☼문재인정부는 교육을 획기적으로 개혁하라!,교육을 더욱 획기적으로 개혁하라!
493,다이소가 폭염땜에 매출하락해서 밤 11시까지 운영한다고 합니다.,다이소가 폭염땜에 매출하락해서 밤 11시까지 계속 운영한다고 합니다.
507,감독은 우리에게 두가지 질문을 하는것같네요 .,감독은 우리에게 두가지 질문을 하는것같네요..
511,빛이 없는데 그림자가 있을까.,빛이 없는데 그림자가 어디 있을까.
550,이혼공화국 만들어 ..... 출산율 급감시킬일 있나요 ?,이혼공화국 만들어 주세요..... 출산율 급감시킬일 있나요?
553,평범하지만 평범하지 않은 우리들의 일상을 약간의 반전과 함께 잔잔히 끌려가는 영화~,"평범하지만 평범하지 않은 우리들의 일상을 약간의 극적 반전과 함께, 잔잔히 끌려가는 영화 ~"
559,다음에 기회되면 싱가폴과 홍콩 이야기도 들려주세요~!!,다음에 기회되면 싱가폴과 홍콩 이야기도 함께 들려주세요 ~!!
561,아. 이게5분마다 크론인데 이거랑 겹치는 균요,아. 이게5분마다 이게 크론인데 이거랑 겹치는 균요
580,삼성 김한수 감독 제발 사퇴시켜 주세요~,삼성 라이온즈 김한수 감독 제발 사퇴시켜 주세요 ~
591,항상 성룡의 영화는 위트가 있다.,항상 성룡의 영화는 위트가 넘쳐 있다.
605,애가 집중해서 보더라구요 ㅋㅋ,그래서 애가 집중해서 보더라구요 ㅋㅋ
608,이래서 탈옥영화를 좋아하게된다니까 ㅋㅋ,이래서 탈옥영화를 좋아하게된다니까. ㅋㅋ
612,이번 달까지 판매하는 것 같아요!,이번 달까지 판매하는 것도 같아요!
616,저도 지역 학교 리스트 및 교수님 알아가고싶었는데! 공유해주신 정보 감사히 보겠습니다!!!,그래서 저도 지역 학교 리스트 및 지도 교수님 알아가고싶었는데! 공유해주신 정보 감사히 보겠습니다!!!
628,영화에서 나오는 장면이 그냥 시나리오가 아니라 리얼로 할 수 있는 것이군요.. 오..,영화에서 나오는 장면이 그냥 리얼 시나리오가가 아니라 리얼로 할 수 있는 것이군요.. 오..
629,왜 안하던 짓을 할까요 ㅋㅋ,왜 원래 안하던 짓을 할까요 ㅋㅋ
642,최순실 박근혜 재산을 환수하는 법을 제정해 주시기 바랍니다.,최순실 박근혜 재산을 환수하는 법을 조속히 제정해 주시기 바랍니다.
651,선약이 있지만 너무 아쉽습니당,선약이 따로 있지만 너무 아쉽습니당
653,다음에 우리 회사에서도 팀 꾸려서 참가하면 좋을 것 같아요.,다음에 우리 회사에서도 같이 팀 꾸려서 참가하면 좋을 것 같아요.
663,"무분별한 창업사업화자금 선정철저, 미흡시 환수 철저히(기술혁신형 창업기업 사업을 중심으로)","무분별한 창업사업화자금, 선정철저, 미흡시 환수 철저히 ( 기술혁신형 창업기업 사업을 중심으로 )"
673,"(워마드, 일베, 메갈)과 같은 유해한 사이트에 대해서 철저한 관리와 엄격한 처벌을 부탁드립니다","( 워마드, 그리고 일베, 그리고 메갈 ) 과 같은 유해한 사이트에 대해서 철저한 관리와 엄격한 처벌을 부탁드립니다"
678,나는 천재라는 소재를 좋아한다.,나는 천재라는 말의 소재를 좋아한다.
702,양식장 김에 공업용 염산을 뿌리는 행위를 엄벌하여 주시고 이들 토착세력에 방관하는 해경의 감찰을 청원합니다,양식장 김에 공업용 염산을 뿌리는 행위를 엄벌하여 주시고 이들 토착세력에 방관하는 해경의 엄중 감찰을 강력히 청원합니다
704,"남성/여성 혐오 조장 언론 및 기자, 편집자 등에 대한 제재 수단을 만들어주세요.","남성 / 여성의 혐오 조장 언론 및 기자, 신문 편집자 등에 대한 제재 수단을 만들어주세요."
708,한국장학재단의 국가장학금 소득분위 제도 개선이 필요합니다.,한국장학재단의 국가장학금 소득분위 제도의 개선이 필요합니다.
728,무지한 시대앤 그나마 먹혔던...,. 무지한 시대앤 그나마 먹혔던...
729,보면 볼 수록 느낌이 다르내요.,보면 볼릴 수록 느낌이 다르내요.
732,네이버 신고센터 운영에 대해,네이버의 신고센터 운영에 대해
738,문득 저의 이전직장 자리 앞에 붙여놨던 포스트잇이 생각나네요..ㅎㅎ,문득 저의 이전직장 자리 앞에 붙여놨던 제 포스트잇이 생각나네요.. ㅎㅎ
742,방 안에 멋진 바를 가지고 계신게 너무 부러웠습니다…ㅎㅎ,방 안에 이런 멋진 바를 가지고 계신게 너무 부러웠습니다 … ㅎㅎ
744,가끔 이런 영화도 필요한 법이야..~!,가끔은 이런 영화도 필요한 법이야.. ~!
747,모든 교실에 공기청정기 설치 의무화해 주십시오.,모든 학교 교실에 공기청정기 설치 의무화해 주십시오.
753,대사를 평소 대화하는것 처럼 하면되는데...,대사를 평소 대화하는것 처럼만 하면되는데...
780,"양심적 병역 거부(자)'란 표현을 '종교적 병역 거부(자)'로 정정하고, 공식 용어로서 규정하여 주십시오.","양심적 병역'거부 ( 자 )'란 표현을'종교적 병역 거부 ( 자 )'로 정정하고, 공식 용어로서 명확히 규정하여 주십시오."
796,꽃이 피면 난다는 것 같아요!,꽃이 피면 신이 난다는 것 같아요!
845,새벽 2시부터 신문배달하는 자는 근로자가 아니다.,새벽 2시부터 신문배달하는 자는 자는 근로자가 아니다.
855,ㅋㅋ 집에서 도보 3분 거리에요!!,ㅋㅋ 집에서 도보 3분 정도 거리에요!!
861,연금 좀 어떻게 해주세요.. 제발..,연금 좀. 어떻게 해주세요.. 제발..
863,"공론화도 없고, 언론에도 알리지 않고, 이게 뭡니까","공론화도 없고, 언론에도 알리지 않고, 이게 다 뭡니까"
878,업무관련해서는 자주 뵈었지만 1:1로 만나뵌 것은 입사후 처음이었던 것 같은데요.,업무관련해서는 자주 뵈었지만 이렇게 1 : 1로 만나뵌 것은 입사후부터 처음이었던 것 같은데요.
892,저 담에 뵈면 기초수업 다시들어야겠습니다 ㅋㅋ,저 담에 다시 뵈면 기초수업 다시들어야겠습니다 ㅋㅋ
896,아 이거뭐에요 ㅎㅎ 죽겠다 ㅎㅎ,아 이거뭐에요 ㅎㅎ 아 죽겠다 ㅎㅎ
912,"저는 일할 때 페퍼민트 자기 전에 유칼립투스, 라벤더 ㅋㅋㅋ","저는 일할 때에 페퍼민트 자기 전에 유칼립투스, 라벤더 ㅋㅋㅋ"
928,그 외에도 imt도 과즙이 살아 있어 괜찮은 편인데 품질이 균일하진 않더라고요..,그 외에도 imt도 과즙이 살아 남아 있어 괜찮은 편인데 품질이 그렇게 균일하진 않더라고요..
937,너무 기대를 해서 그런지 정말 별로였다,너무 기대를 해서 그런지 난 정말 별로였다
941,기초수급자 소득기준을 높여야 합니다.~~~~~~~^^^^,기초수급자 소득기준을 높여야만 합니다. ~ ~ ~ ~ ~ ~ ~ ^ ^ ^ ^
955,그리고 원하는 정답을 넣을 수 있습니다.,그리고 원하는 정답을 골라 넣을 수 있습니다.
961,"그린, 레드, 블루는 알았는데 화이트가 있는지는 처음 알았네요!","그린, 레드, 블루는 알았는데, 화이트가 있는지는 처음 알았네요!"
972,밥 좀먹고 나오자 밥 좀먹고 .....................,밥 좀먹고 나오자마자 밥 좀먹고.....................
989,저희 엄마 억울함을 어디서 하소연 할 수 있나요?,저희 엄마 억울함을 어디서 하소연 할 할 수 있나요?
992,형사재판 배심원 제도와 검사장 직선제 도입 청원,형사재판에 배심원 제도와 검사장 직선제 도입 청원
997,고의사고로 2차 피해 막은 사람의 피해를 보상해 주세요,고의사고로 2차 피해를 막은 사람의 피해를 보상해 주세요
998,도로통행 방해 행위에 대한 처벌 규제법 제정 요망,도로통행 방해 등 행위에 대한 처벌 규제법 제정 요망
1000,양구 병사 죽음의 진실을 밝혀주세요,양구 병사들의 죽음의 진실을 밝혀주세요
1002,너무 재밌는 스토리가 많아서 이야기의 조각들이 전시된 박물관에 있는 기분이었습니다.,그래서 너무 재밌는 스토리가 많아서 이야기의 조각들이 전시된 박물관에 있는 듯한 기분이었습니다.
1016,"앗, 몇십분전에 초대 되셨다고 하십니다!","앗, 몇십분전에 초대가 되셨다고 하십니다!"
1017,날씨가 너무 따뜻해서 깜짝 놀랐네요,날씨가 너무 많이 따뜻해서 깜짝 놀랐네요
1020,오.. 메달은 항상 옳습니다. !,오.. 메달은 항상 옳습니다.!!
1053,오 오징어가 아니라 한치였네요 ㅋㅋ,아 오 오징어가 아니라 한치였네요 ㅋㅋ
1056,어린이집 보육시간을 엄격히 관리해주세요,현행 어린이집 보육시간을 엄격히 관리해주세요
1080,그만 좀 울고 동생연기 좀 제대로 시키세요,이제 그만 좀 울고 동생연기 좀 제대로 시키세요
1089,오래 뛰면 무릎이 아프네요ㅠ,오래도록 뛰면 무릎이 아프네요ㅠ
1096,상현이의 정해진 결말이 너무 가슴아팠어요..,상현이의 정해진 결말이라 너무 가슴아팠어요..
1110,원하지 않는 사립중고등학교에 배정되지 않도록 해주세요,원하지 않는 사립중고등학교에 배정되지는 않도록 해주세요
1115,근데 정말 진짜에요 !!!! 결국 오늘 점심은 배달의민족과 함께했답니다ㅎㅎ,근데 정말. 진짜에요!!!! 결국 오늘 점심은 배달의민족과 함께했답니다ㅎㅎ
1118,넘나 좋았던 제주도 비양도 캠핑... 크억.. 사진보니 너무 땡기네요ㅎㅎ,넘나 좋았던 제주도 비양도 캠핑... 크억... 사진보니 너무 땡기네요ㅎㅎ
1128,인터넷상 폭언 및 인신공격 처벌 강화를 청원 합니다.,인터넷상에 폭언 및 인신공격 처벌 강화를 청원 합니다.
1136,저도 미팅중인데 마치고 바로 가겠습니다!!,저도 지금 미팅중인데 마치고 바로 가겠습니다!!
1143,의료보험금이 70% 인상이된다는게 말이됩니까?,의료보험금이 70 % 인상이된다는게 어떻게 말이됩니까?
1154,나는 지루함을 느꼈다 보다 말았다,나는 지루함을 많이 느꼈다 보다 말았다
1156,잘 만든 영화는 아니지만 짜증나지도 않아.,물론 잘 만든 영화는 아니지만 짜증나지도 않아.
1166,"스토리, 영상미, 비지엠의박자를 고루 갖춘 명작임 ㅋ","스토리, 영상미, 비지엠의박자를 모두 고루 갖춘 명작임 ㅋ"
1167,이야기하다보니 스테퍼에 영업당해서 지금 찾아보는 중입니다..,계속 이야기하다보니 스테퍼에 영업당해서 지금 찾아보는 중입니다..
1185,제일 오른쪽 친구입니당 ㅎ,제일 오른쪽이 친구입니당 ㅎ
1198,그래서 OKR을 팀 단위까지 내리는 것이 필요한 것 같아요.,그래서 OKR을 팀 수 단위까지 내리는 것이 필요한 것 같아요.
1201,레스토랑 뷰도 좋고 제한적으로 손님을 받아서 좋아요!! :),레스토랑 뷰도 좋고 제한적으로 손님을 받아서 참 좋아요!! : )
1214,그치만 생각보다 넘 괜찮으니 다음에 제주 오시는 분들 들러보셔도 좋을 것 같아요~!!,"그치만, 생각보다 넘 괜찮으니 다음에는 제주 오시는 분들 들러보셔도 좋을 것 같아요 ~!!"
1215,크아~~ 모두 넘 즐거우셨던 것 같네요!!,크아 ~ ~ ~ 모두 넘 즐거우셨던 것 같네요!!
1216,"전편보다 약하지만, 그래도 눈은 호강.","비록 전편보다 약하지만, 그래도 눈은 호강."
1224,중간만 해도 45점이네요. ㅠㅠ,중간만 해도 무려 45점이네요. ㅠㅠ
1228,요즘 점심 저녁을 먹을 때마다 넷플릭스 다큐멘터리를 보는데요.,요즘은 점심 저녁을 먹을 때마다 넷플릭스 다큐멘터리를 보는데요.
1237,호칭과 태그를 위한 명칭을 구분해야 하지 않나 싶습니다.,호칭과 태그를 위한 명칭을 구분해야만 하지 않나 싶습니다.
1247,해당 부분은 피플팀과 논의가 필요할 것 같아 논의 후 안내드리도록 하겠습니다,해당 부분은 추후 저희 피플팀과 논의가 필요할 것 같아 논의 후 안내드리도록 하겠습니다
1252,청원방법을 공인인증서로 확실하게 1인1표로 바꿔주십시오.,이 청원방법을 공인인증서로 확실하게 1인1표로 바꿔주십시오.
1260,제2금융권 대출이자로 인해 고통받고 있는 서민입니다,제2금융권 대출이자로 그로 인해 고통받고 있는 서민입니다
1268,제주 법무부 일 좀 제대로 해달라해주세요,제주 법무부 일을 좀 제대로 해달라해주세요
1273,입사할 때부터 궁금한 게 있는데요.,입사할 때 때부터 궁금한 게 있는데요.
1289,실제로는 tool을 이용해서 버그가 발생한 여러가지 사항을 정리하는데요..,실제로는 tool을 이용해서 버그가 발생한 여러가지 사항을 간단히 정리하는데요..
1292,‍‍ 지진의 여파인 것 같네요ㅠㅠ,지진의 여파인 것도 같네요ㅠㅠ
1307,성희롱의 판단은 현재 너무 주관적입니다.,성희롱 성희롱의 판단은 현재 너무 주관적입니다.
1334,비싼 돈들여 미국에서 촬영한것은 좋은데 내용이 없음.,물론 비싼 돈들여 미국에서 촬영한것은 좋은데 내용이 없음.
1340,약 94%정도 동의할 수 있었습니다ㅋㅋㅋ,그래서 약 94 % 정도 동의할 수 있었습니다ㅋㅋㅋ
1344,지원해주신 분들께서 꽤 참석해주신 것 같네요,지원해주신 분들께서 아마 꽤 참석해주신 것 같네요
1345,NCS에 대한 인식변화를 위한 공익광고(TV) 지원을 요청합니다,NCS에 대한 대한 인식변화를 위한 공익광고 ( TV ) 지원을 요청합니다
1350,‘홍콩 잘 내려가시고’라고 하니..,‘ 홍콩으로 잘 내려가시고 ’ 라고 하니..
1351,저 표정은 연출은 아닙니다.... ㅋㅋㅋ,저 표정은 연출은 아닙니다..... ㅋㅋㅋ
1353,양심적 병역거부가 합법화되면 병역의무 다 한 사람은 비양심적인 국민인가요?,양심적 병역거부가 합법화되면 병역의무 다 한 사람은 비양심적인 대한민국 국민인가요?
1355,하단 메뉴에 대한 접근성,하단 메뉴에 대한 정보 접근성
1366,빵굽는 향기가 너무 좋은 아침입니다.,빵굽는 향기가 나서 너무 좋은 아침입니다.
