,sentence_1,sentence_1_bert
6047,등기사항전부증명서(일명 등기부등본) 공신력인정을 해주세요,등기사항전부증명서 ( 일명 등기부등본 ) 로 공신력인정을 해주세요
6052,조두순 출소를 막을 방법은 현실적으론 없지않을까요..,"조두순 출소를 막을 방법은, 현실적으론 없지않을까요.."
6061,모든 증권사 정밀조사를 실시해 주세요.,모든 증권사에 정밀조사를 실시해 주세요.
6065,과반도 넘지못하여 그냥 pro 계정을 쓰는것으로 ㅠ_ㅎㅎ,과반도 넘지못하여 그냥 pro 계정을 쓰는것으로. ㅠ _ ㅎㅎ
6068,이 정도 난이도의 프레임워크 trial 신청자들은 대략 40명 내외라고 하네요,그런데 이 정도 난이도의 새로운 프레임워크 trial 신청자들은 대략 40명 내외라고 하네요
6077,"엇 절이라그래서 막 한옥집,기와 이런거 생각했는데 무척 현대적이네요ㅎㅎㅎ","엇 절이라그래서 막 한옥집, 기와집 이런거 생각했는데 무척 현대적이네요ㅎㅎㅎ"
6084,궁금해서 discussion 구경해보니 사진과 같은 글이 있네요 ㅋㅋㅋ,궁금해서 discussion 구경해보니 사진과 같은 글이 있네요. ㅋㅋㅋ
6106,"크크 저도 그 생각해봤는데, 어떤 팩 넣어드릴 수 있을까요 ㅎㅎ","크크 저도 살짝 그 생각해봤는데, 어떤 팩을 넣어드릴 수 있을까요 ㅎㅎ"
6119,원곡도 한 번 들어보시죠 ㅎ -,원곡도 한 번 들어보시죠? ㅎ -
6124,모든 사람이 감동적이다 해서 나에게도 감동적으로 느껴지는 건 아닌 듯.,모든 사람이 감동적이다 해서 나에게도 그렇게 감동적으로 느껴지는 그런 건 아닌 듯.
6132,지적인 마추카와 대비대는 격렬한 영화....,지적인 마추카와의 대비대는 격렬한 영화....
6134,와 대박 무슨 엽서사진같아요!!,와 대박 무슨 무슨 엽서사진같아요!!
6135,오늘은 근처 조개 맛집!!,오늘은 근처 조개구이 맛집!!
6136,근손실 방지를 위해 의자 대신 스쾃 자세로 드시는거 아니죠?,근손실 방지를 위해 의자 대신에 자세로 드시는거 아니죠?
6148,오우삼 영화을 보면서 정교한 스토리 설정이나 카메라 웤을 기대하지 않는다.,오우삼 영화을 보면서 난 이런 정교한 스토리 설정이나 카메라 기대하지 않는다.
6155,구글에서는 최대 20일 이내의 계정만 복원할 수 있도록 안내되고 있습니다.,구글에서는 최대 20일 이내의 계정만 복원할 할 수 있도록 안내되고는 있습니다.
6156,특히 연필이 어쩌구 할때,특히나 연필이 어쩌구 할때
6160,핵실험장 아닌 핵폐기를 유엔에 보여야,핵실험장 아닌 핵폐기를 위해 유엔에 보여야
6168,모든 공동주택 관리비 통장 월 1회 공개의무화,서울시 모든 공동주택 관리비 통장 월 1회 공개의무화
6169,김빈종 채시라등 ㅈ더빙 정말 허접했지,김빈종 채시라등. ㅈ더빙 정말 허접했지
6185,패트와 매트.. 혹은 무한도전 하와 수.. 느낌..,패트와 매트.. 혹은 무한도전 하와와 수.. 느낌..
6186,27인치 모니터만 있으면 완벽한 몰입가능하겠습니다.,27인치 모니터만 있으면 정말 완벽한 몰입가능하겠습니다.
6194,전투씬은 용의눈물만 못하고 특수효과 안습 우리스스로 역사왜곡,전투씬은 용의눈물만 못하고 특수효과 안습한 우리스스로 역사왜곡
6200,너무잼있고 이재는 어떻게 해야되는 지알았어요 연애랑 사랑에대해서 여자친구,너무잼있고 이재는 어떻게 해야되는 지알았어요 연애랑 또 사랑에대해서 여자친구
6207,오~ 조만간 분갈이 해야 하는데 참고해서 잘 키워볼게요,오 ~ 조만간 분갈이 해야 하는데 참고해서 더 잘 키워볼게요
6217,일등이 얼마 안 남았습니다~~,일등이 이제 얼마 안 남았습니다 ~ ~
6252,계속 도망가봤자 어차피 나라 손바닥안에 있죠,계속 도망가봤자 어차피 우리 나라 손바닥안에 있죠
6257,살아있는 생명을 그대로 요리하는 것 금지해주세요,그리고 살아있는 생명을 그대로 요리하는 것 금지해주세요
6274,"분명한거고 당연한 만남이지만, 이루어질 수 없는 민족","분명한거고, 당연한 만남이지만, 이루어질 수 없는 민족"
6288,하~~~~ 환경부 답이 없다.,하 ~ ~ ~ ~ 환경부는 답이 없다.
6291,과로와 스트레스로 암에도 걸립니다.,극심한 과로와 스트레스로 암에도 걸립니다.
6311,미세먼지 매우나쁨일때는 중학교 고등학교도 쉬게해주세요,"미세먼지 매우나쁨일때는 중학교, 고등학교도 쉬게해주세요"
6313,주몽이랑 같이 시작했으면 이겨써!!!!,그래도 주몽이랑 같이 시작했으면 이겨써!!!!
6316,치킨 먹는 asmr 이 너무 컸나보네요ㅠㅠ,치킨 먹는 asmr 이는 너무 컸나보네요ㅠㅠ
6321,소고기가 들어간 음식이 아니라면 다 먹을 수 있으니 언제든지 불러주시면 함께 하겠다고 하시네요.,사실 소고기가 들어간 음식이 아니라면 다 먹을 수는 있으니 언제든지 불러주시면 함께 하겠다고 하시네요.
6335,푸른 잔디가 펼쳐진 GMF에서 안테나뮤직 세션 어딘가에 누워있는 기분을 만끽했습니다~,푸른 잔디가 끝없이 펼쳐진 GMF에서 안테나뮤직의 세션 어딘가에 누워있는 기분을 만끽했습니다 ~
6337,ㅋㅋ 앗 사실 습해서 꼬부랑 머리 된거예요,ㅋㅋ 앗 사실 습해서 꼬부랑 머리가 된거예요
6342,VR이 있긴한데 PS4용이라서 쓸순 없을 것 같네요. ㅠ,"VR이 있긴한데, PS4용이라서 쓸순 없을 것 같네요. ㅠ"
6348,우린 이런 식의 질문에 익숙해져 있다.,그러나 우린 이런 식의 질문에 익숙해져 있다.
6355,일산 버스전용 차로 폐지의 건,일산 버스전용 차로제 폐지의 건
6357,전 그냥 관심을 끊었네요.,전 그냥 제 관심을 끊었네요.
6360,공수처 수사관에 경찰도 포함되어야 합니다,공수처 수사관에는 경찰도 포함되어야 합니다
6363,다들 보게되신 경로가 비슷,다들 보게되신 경로가 거의 비슷
6384,낮은자가 더 낮은자를 섬기는 삶,더 낮은자가 더 낮은자를 섬기는 삶
6385,인생 역전 복권 !!!,인생 역전의 복권!!!
6387,다만 기계가 좀더 가벼워져야 할듯 합니다.,다만 기계가 좀더 가벼워져야 할듯도 합니다.
6388,써치코인으로 인해 계속적인 피해자가 생기고 있습니다.,써치코인으로 인해 계속적인 피해자가 많이 생기고 있습니다.
6390,"평점보구 댓글보구 본 영환데, 참... 한마디로 보지마세요~","평점보구 댓글보구 본건 영환데, 참... 한마디로 보지마세요 ~"
6391,누구에게나 소감을 물어보면 답을 받을 수 있겠네용... ㅎㅎ,누구에게나 소감을 물어보면 답을 받을 알 수 있겠네용... ㅎㅎ
6400,우와 천혜향도 집에서 자라는 군용 신기방기!!,우와 천혜향도 집에서 자라는 군용기 신기방기!!
6403,보건소 복지정책 어느지역이나 동등하길 청원합니다,보건소 복지정책 어느지역이나 다 동등하길 청원합니다
6405,3번을 제가 다시 누르니 0표로 돼서 사라져서... 마지막으로 가버렸어요ㅠㅜㅠㅜㅠ,3번을 제가 다시 누르니 0표로 돼서 사라져서... 마지막으로 다시 가버렸어요ㅠㅜㅠㅜㅠ
6408,"딸을 지켜내기 위한 아빠의 사투,,,",", 딸을 지켜내기 위한 아빠의 사투,,,"
6419,밤토끼뿐아니라 모든 불법사이트 처벌바랍니다.,그리고 밤토끼뿐아니라 모든 불법사이트 처벌바랍니다.
6430,아무래도 처음뵙다보니 주로 우리 회사에서 어떤일을 하시고 계신지 캐치업하는 자리였던것 같습니다!!,아무래도 처음뵙다보니 주로 지금 우리 회사에서 어떤일을 하시고 계신지 캐치업하는 그런 자리였던것 같습니다!!
6435,내일 출근하는데 제가 갈때맞춰서 폭설이 흑..,내일 출근하는데 제가 갈때맞춰서 폭설이 와서 흑..
6451,아니라면 저로서는 감사할 일이지만..ㅎㅎ,아니라면 저로서는 정말 감사할 일이지만.. ㅎㅎ
6461,정말이지 환타스틱한 음악과엔딩씬 .....,정말이지. 환타스틱한 음악과엔딩씬.....
6466,논산 여교사 그루밍 성범죄의 A군의 친구 B군에 대한 진실을 요구합니다.,논산은 여교사 그루밍 성범죄의 A군의 친구 인 B군에 대한 진실을 요구합니다.
6484,방 구하는대로 DM 방 오픈해보겠습니당!!!,DM 방 구하는대로 DM 방 오픈해보겠습니당!!!
6490,아니 술을 마시면서 봐도 좋으려나..,. 아니 술을 마시면서 봐도 좋으려나..
6492,오 저도 깜빡하고 있다가 주문열차 타러갑니다~~~~!!!!!,오 저도 깜빡하고 조금 있다가 주문열차 타러갑니다 ~ ~ ~ ~!!!!!
6504,판문점회담 기록할 시를 제안합니다,판문점회담을 기록할 시를 제안합니다
6512,조금만 기다려 주시면 어떨까요? ㅎㅎ,조금만 기다려 봐 주시면 어떨까요? ㅎㅎ
6513,키예슬로프스키 감독 영화는 제목부터가 반은 먹고 들어간다,그러나 키예슬로프스키 감독 영화는 제목부터가 반은 먹고 들어간다
6517,직접 외부인을 Viewer로 초대하는 것도 괜찮나요?,혹시 직접 외부인을 Viewer로 초대하는 것도 괜찮나요?
6519,ㅋㅋ 이런 놀라운 서비스가 있다,ㅋㅋ 이런 저런 놀라운 서비스가 있다
6527,밥먹을수 있으니 적극협조 하겠습니다.,그래야 밥먹을수 있으니 적극협조 하겠습니다.
6534,거터 볼 인생과 공동체 갈등의 안녕을 이룬 기지 있는 커밍 아웃,"거터 볼 인생과 공동체, 갈등의 시대 안녕을 이룬 기지 있는 커밍 아웃"
6535,참여한 페이퍼 포스터 발표도 있습니당ㅎㅎ,참여한 페이퍼박스 포스터 발표도 있습니당ㅎㅎ
6545,소년법 범죄자를 위한 법 인가요?,소년법 범죄자를 위한 어떤 법 인가요?
6552,"3,000만원은 어떤 의미가 있는건가요?ㅋㅋ","3, 000만원은 과연 어떤 의미가 있는건가요? ㅋㅋ"
6557,"여행 이야기도 했는데요, 둘다 혼자 여행도 많이 다녔는데 이젠 혼자 고생하면 서럽더라는 결론이 났습니다.","여행 이야기도 했는데요, 저희 둘다 혼자 여행도 많이 하고 다녔는데 이젠 혼자 고생하면 서럽더라는 결론이 났습니다."
6564,덕분에 화욜 보람차게 시작합니당,덕분에 화욜 보람차게 잘 시작합니당
6566,헛 마끼 없어졌나요 ㅠ,헛발 마끼 없어졌나요 ㅠ
6574,"국내의 학교 정기고사, 지필평가 시험 찬성 세력을 설득해 주십시오.","국내의 학교별 정기고사, 지필평가 시험 찬성 세력을 설득해 주십시오."
6575,65세말고 지금 당장쓸 돈이 필요합니다.,65세말고도 지금 당장쓸 돈이 필요합니다.
6577,ㅎㅎ.. 하긴했는데 벌써 6년 전이라 최신 트렌드는 전혀 모릅니다 ㅋㅋ,ㅎㅎ... 하긴했는데 벌써 6년 전이라 최신 트렌드는 전혀 모릅니다. ㅋㅋ
6585,좋은 결과를 기대 합니다.,좋은 결과를 기대해야 합니다.
6590,ㅎㅎㅎ 첫 댓글의 중요성. ㅋ,ㅎㅎㅎ 첫 댓글의 중요성.. ㅋ
6595,포스팅을 할 때 지원자에게 질문할 것을 등록할 수 있습니다.,포스팅을 할 때는 지원자에게 질문할 것을 등록할 수 있습니다.
6598,아... 어릴적 추억의 향수에 푹 빠져 봤습니다...,아... 어릴적 추억의 그 향수에 푹 빠져 봤습니다...
6606,주제ㅡ안양 호계2동 호계온천지구 재개발의 황당무계한 제도와 체계의 폐단을 근절시켜 주시기 바랍나다.,주제ㅡ안양 호계2동과 호계온천지구 재개발의 황당무계한 제도와 체계의 폐단을 근절시켜 살펴 주시기 바랍나다.
6610,국방부 공사로인한 목장피해보상 요구,"국방부, 공사로인한 목장피해보상 요구"
6611,많이 늦어지시면 미팅을 약 5-10분 정도 늦추는 것도 방법일 수 있을 것 같습니다!,많이 늦어지시면 미팅을 약 5 - 10분 정도로 늦추는 이런 것도 방법일 수 있을 것 같습니다!
6615,12등! 좋은 논의 많이 된 것 같아서 좋습니당.,12등! 좋은 논의 많이 된 것 같아서 너무 좋습니당.
6621,가짜 농어민들을 찾아내어 합당한 건강보험료를 부과해주세요.,가짜 농어민들을 직접 찾아내어 합당한 건강보험료를 부과해주세요.
6637,다음에 식사시간 주위로 다른 전문연분들과도 같이 또 실개천 티타임 가져보면 좋을것 같아요!!,그 다음에 식사시간 주위로 다른 전문연분들과도 같이 또 실개천 티타임 가져보면 참 좋을것 같아요!!
6657,그리고 모두가 이렇게 시간을 되돌릴 수 있다면 살인도 마다하지 않을것이다,그리고 모두가 이렇게 시간을 빨리 되돌릴 수 있다면 엄청난 살인도 마다하지 않을것이다
6672,예대 금리 차이 제한,예대와 금리 차이 제한
6673,천안함 사건을 외국의 저명한 전문가를 불러 다시조시 해주세요,천안함 침몰 사건을 외국의 저명한 전문가를 불러 다시조시 해주세요
6711,광우병좀비들의 폭동만 확실히 제압하셨으면.,광우병좀비들의 폭동만 확실히 잘 제압하셨으면.
6713,매력은 쥐똥만큼도 보이지 않는다.,매력은 쥐똥만큼도 잘 보이지 않는다.
6714,분야는 다르지만 여러가지 인사이트를 주는 인터뷰인것 같습니다.,분야는 다르지만 여러가지 인사이트를 보여 주는 인터뷰인것 같습니다.
6734,진정한자유는 관심도 파괴도 사랑도 아닌 망각임을..,진정한자유는 관심도 아닌 파괴도 사랑도 아닌 망각임을..
6739,페킨파와 오우삼의 수준차이가 여기서 나타나네,페킨파와 오우삼의 수준차이가 바로 여기서 나타나네
6742,용산 기지 부지. 군인과 국가유공자를 위한 고시원(스터디센터) 개조 청원.,용산 기지 부지. 군인과 민간인 국가유공자를 위한 고시원 ( 스터디센터 ) 개조 청원.
6746,곰곰히 생각해보니 예전에 그런 규칙이 있었던 기억이 어렴풋이 나네요.,곰곰히 생각해보니 예전에 그런 규칙이 있었던 기억이 지금 어렴풋이 나네요.
6753,열심히 잘 참여하고 있습니다 ㅎㅎ,열심히 잘해서 참여하고 있습니다 ㅎㅎ
